Sign,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,THETA10,THETA11,THETA12,THETA13,THETA14,THETA15
X,470,479,466,463,468,65,15,26,41,56,64,75,16,32,17,45.6502065731,62.5768199441,34.8399665848,19.0291176251,11.2669535825,56.2022199323,14.7459473768,26.6278235666,44.7277306536,46.7206639189,56.7754502876,72.2723124465,17.0068896982,37.4004270835,20.4217810115
X,522,543,551,548,541,69,36,42,44,89,97,97,15,29,15,46.5623113762,70.8028411434,72.7661729695,67.8622491759,55.2673791176,54.5617617358,34.0412327462,40.9602307993,43.2903009219,79.5358065263,92.8283349669,97.8447682918,16.5300035342,31.9570215302,17.1162685963
X,490,515,492,490,492,77,26,36,40,98,102,97,14,24,13,48.3820889736,79.831407482,48.3576483822,41.1467740612,32.2426111877,66.7122314252,28.5010407814,41.006030286,48.7263645824,95.079905781,104.6871680749,105.858479569,15.9930622341,28.474789643,13.4176027779
X,522,557,493,491,493,67,60,67,71,122,127,125,11,25,15,72.8302906733,97.061374857,32.5498208387,26.7256501347,17.3128308621,40.2647955833,65.3197959193,76.1524039426,85.1494087157,103.1300466218,111.7629093174,113.8597682208,12.4268936498,28.6946108587,17.4105242791
X,472,471,456,450,460,63,21,36,45,54,57,63,18,33,18,45.1237466818,52.1969835216,27.9213285863,12.7189911043,3.0369715766,53.2672894924,18.5298796393,32.9028670301,45.2846429456,43.8265445825,46.5079247068,55.1253108756,15.2190054729,28.7654369233,13.8437202231
X,450,467,449,449,457,55,16,20,27,69,74,68,11,31,23,35.3594481623,68.0051721411,43.2071140702,39.6912952814,28.5886971169,62.5801889879,14.9036719553,22.8138620851,37.1106500041,76.3643591308,85.3351115439,92.262291716,11.8119706197,33.0382060058,22.4888624476
X,499,520,514,502,494,48,22,29,43,59,72,85,18,35,18,60.1032752349,79.0979929646,70.0522610437,52.4909529924,32.6219700537,28.8331212929,13.9883870418,19.3650368751,36.0559142874,34.0969160679,48.0939344058,63.4377811363,19.8401374701,41.0399927556,21.4528603295
X,527,547,555,552,549,71,36,34,29,86,93,88,17,28,15,30.7643784051,62.3712784512,64.0903771935,58.4898616322,47.3573772127,59.6187716818,34.0736568565,33.1455374259,27.2133989504,75.4349575267,86.1508962946,85.7262867938,15.8470785735,26.4608712546,12.8803522678
X,520,538,550,545,533,79,37,26,15,61,73,75,16,28,15,49.1456765631,74.7598391464,84.8002448135,76.9920697954,58.7530445211,79.0878520116,44.0390420678,29.0542645751,9.6244366583,59.4846032697,76.3588524011,81.6199528457,20.6781070894,38.058048233,20.5046024212
X,574,616,586,583,584,75,26,14,11,64,72,74,15,29,15,12.1608161021,80.3859287055,40.2129730608,27.1480786556,11.906662001,81.4084947288,29.9534032901,15.1349026946,6.3402959098,67.0642607847,80.1157352093,87.249112321,17.4776249604,35.3093255639,19.0268401252
X,448,444,447,447,450,55,1,15,28,55,65,71,15,29,15,37.3200278717,51.2466709143,37.3406699162,29.937801791,23.0284388298,47.8349628245,0.3424247595,17.3962359881,35.1378499636,48.1735586283,60.4567605105,69.3852986107,17.1340432364,34.9371420629,18.7103163168
X,483,478,463,455,455,52,35,45,56,81,88,97,15,34,21,80.9266767002,77.8592800176,63.8843913722,54.3791784998,45.013152343,32.1437154689,30.2405601179,41.3003746057,57.6642855281,56.9331880688,64.6174650629,78.1200480997,11.924551722,28.3119938233,16.5062086126
X,480,482,473,464,454,32,49,61,71,80,92,100,17,34,17,79.1197344209,81.0291106718,67.6300887464,50.4443682414,28.9980931791,12.1399513989,47.1311058537,64.9548439331,79.9273636485,59.0253400063,75.5107923966,87.4163965444,23.2742074924,47.7963120416,25.5103331081
X,438,523,444,430,422,113,11,12,32,105,115,123,20,40,21,59.220683739,112.92172165,65.7609477087,50.0587115161,32.8104490449,72.7645877183,7.8131025142,10.4890062932,28.0402918196,65.2093500412,75.5345067184,86.1093484406,15.7499132061,33.5521939205,17.8875571831
X,602,508,474,473,466,401,414,404,393,61,76,92,21,40,20,68.724633015,59.9402915422,52.9320228751,51.9915432793,49.3881032639,57.7749404117,61.6117848807,59.9519573348,57.4395387395,8.4332517535,8.502138387,10.5621928563,1.8370705152,5.3059614736,3.5303272925
X,499,521,491,483,479,70,53,62,66,107,112,102,13,32,22,77.2937075667,91.9632983758,67.5110629971,57.024579183,37.2558406596,49.7022389745,43.5124274533,52.4860271507,59.0009779714,93.0674402253,100.4002054378,99.2238485296,12.9582752219,31.2445424093,19.8009655295
X,472,461,496,498,489,62,26,27,23,74,79,71,12,25,17,38.8585391319,41.9117904894,71.5755361689,72.9223414412,51.1784150066,64.9838912962,33.3346422539,35.0461292305,24.8221537332,85.233421178,97.0324096355,87.0323431139,17.557278233,39.3790103748,28.1885031166
X,505,502,512,506,495,43,48,63,69,73,84,85,17,29,14,80.887522135,77.9380008519,87.4264231232,78.7914315863,60.3177527862,35.7613144436,40.7447278635,61.8078257082,71.9803840121,76.5000396531,96.4298976412,101.3245438798,23.8451504397,42.0639668555,21.3578248267
X,536,519,507,503,497,45,54,63,69,57,60,54,11,26,17,83.6708337876,65.9034042208,50.4996304144,41.9146405714,21.611327655,39.0259139477,48.8042207969,60.2597174211,69.2637089117,64.6116413368,70.8047192732,65.0641650344,11.9368183432,29.1180608265,20.447314022
X,482,549,498,490,486,102,37,40,40,124,131,128,15,27,14,44.4621635345,99.0053644922,56.0787888235,39.8361521503,20.047946503,66.6464448425,40.9282844152,46.0343817099,45.5832183911,98.9800455774,112.0080732569,110.1590421106,21.3472661667,39.7941361754,20.5822555954
X,456,475,482,479,475,38,40,48,51,64,77,82,16,29,14,34.0413278434,62.1487203879,48.5084754627,39.5244607326,27.9090650814,29.4145200509,38.2587417526,50.6103515473,55.5535840923,55.9596939455,76.3817900612,84.9161090999,25.6590923117,46.8907045459,23.943107003
X,512,540,530,524,521,106,32,15,23,81,96,103,21,38,19,22.0801604976,70.6707022433,44.686847563,24.8002893105,3.4872227975,74.0665634821,32.6608664369,9.4027094908,20.3270428009,47.9053767863,65.1637393312,73.7352038618,23.6312512948,45.5234077039,24.3491487454
X,462,472,473,475,459,24,33,37,19,49,56,43,13,31,28,23.7697803397,51.1961653395,48.6566834767,48.0308216087,9.3971464259,28.8506226962,43.3557838112,51.3135761911,24.659538049,60.1777185228,73.3398017101,53.4907620587,15.9578075162,39.8442741081,38.6456546263
X,488,514,499,491,488,66,21,25,18,73,87,82,17,26,18,40.1240198256,74.6216662737,59.57602095,53.9226167802,42.2728930362,65.4074992206,19.7623859384,20.2812825205,19.387224399,69.1595997387,81.3811517645,84.7946293705,14.4350386177,25.6828366889,13.3798601389
X,579,596,591,583,567,61,49,55,56,107,114,116,12,26,16,91.1320080263,96.9440129546,106.3564087724,97.6288231391,76.8748832636,28.2367806922,56.529629065,66.4554126304,70.5686966839,81.3928301774,93.1196238051,98.7939591262,13.9047739662,32.7489487551,21.018619055
X,391,371,420,420,412,59,52,60,63,105,111,109,12,25,15,54.6996886285,49.9437825892,81.6265120845,80.4836545174,68.9263387406,38.2337218798,52.0469696036,63.2507380624,69.8249871779,90.2416520917,100.4456356681,102.1194672959,14.8329602782,32.2354265183,19.0706283921
X,481,502,494,489,483,52,23,29,37,68,75,78,14,28,16,41.833799542,71.4215490921,52.8906085712,42.245868474,26.7646457071,50.1914232259,25.6550621262,34.0477983421,44.4202030654,72.8958621402,84.2337301905,89.7576333254,18.1173290479,39.1635789219,22.127733355
X,474,476,472,480,449,98,26,38,47,123,134,112,19,50,50,32.8924773272,61.8391674711,40.5542488621,45.8148513475,11.10685985,60.2950787402,23.1494163113,38.7934976685,41.1490450024,83.4077627188,98.1546456558,71.5093736209,16.4943740647,42.8294797412,43.5153086063
X,410,441,433,426,431,65,34,27,28,71,76,79,13,27,16,19.5147640038,66.1330377319,51.5785779205,40.7991031607,32.7832065682,54.8011565722,34.0018069521,26.3525899392,25.0981071649,61.7474783627,68.0802139938,76.076167566,13.6170017106,26.9797510493,13.3829451925
X,550,556,562,560,570,69,25,36,60,91,99,111,15,42,28,56.4106518681,67.0790569179,65.8551717031,61.7212449288,67.4836142737,48.9452097267,21.3784156855,31.477524917,58.6251913418,69.4961012275,80.3985082057,106.9775369203,13.5404134077,40.5986687389,27.6120244117
X,489,502,511,475,479,70,40,18,36,99,73,83,46,42,22,46.4686310975,67.5366514934,64.9461349327,29.6194058036,14.2546284239,54.0088948463,40.6894670461,16.8495183529,35.5454431073,93.7624105744,56.3222482136,69.7483118712,46.7405228524,50.9254255185,19.6159586314
X,553,571,577,547,560,61,75,51,52,16,110,112,123,125,16,55.6857379614,78.3520273916,81.5156027594,30.3192496692,52.3561420877,32.3247328268,38.6582069345,60.7181043745,63.721273107,6.7165463656,91.9790174368,95.6880087086,97.4582322157,102.2352874965,22.6700900229
X,527,526,507,505,501,58,46,61,69,89,98,97,16,29,16,73.4839181462,74.7286941934,44.8946825475,36.3977382522,20.1976119406,41.6661191384,43.6651059283,61.4860412945,73.4931442603,74.2953363797,87.7042197439,88.2012062627,17.9944158149,33.9486400823,19.2412717872
X,518,503,507,499,498,52,21,43,61,59,76,89,22,40,19,70.3731641604,62.8869734648,56.8696532831,43.606016092,34.9057136239,35.1658199446,15.3918348788,36.7613612931,56.6223586024,39.8100973568,56.2186082989,71.8085755176,21.685536788,41.4725566502,19.8610344805
X,518,503,507,499,498,52,21,43,61,59,76,89,22,40,19,70.3731641604,62.8869734648,56.8696532831,43.606016092,34.9057136239,35.1658199446,15.3918348788,36.7613612931,56.6223586024,39.8100973568,56.2186082989,71.8085755176,21.685536788,41.4725566502,19.8610344805
X,456,473,484,485,479,58,35,36,31,67,75,76,14,25,14,10.281225051,58.2162855716,52.7516377426,50.8899200928,36.7911453611,54.929338644,43.2345432444,44.3017028927,35.3672490659,70.5428749112,86.8726035173,89.2193630895,20.5380511547,40.4052225615,23.9438234946
X,490,500,524,520,514,101,42,32,25,96,103,104,17,32,17,23.2318286027,57.1442916809,57.2041645125,48.1527467482,36.7323619333,76.8756777038,43.3767002439,26.8322556569,15.201559646,79.2355185462,90.789876987,92.0264443917,24.029892723,47.1086219628,24.4118412729
X,466,499,495,484,476,78,38,33,34,98,101,104,13,28,16,45.7540769554,80.007349181,74.1627566998,60.1486250696,43.3839277635,52.0942112538,38.6921420895,32.8380033372,33.4418265417,74.6488400476,79.1378902352,85.4269004484,15.1959065497,33.9410276662,18.7455241947
X,507,519,522,525,531,70,43,32,26,61,67,73,15,34,19,22.8883172749,44.966368984,46.473059914,43.6941939588,42.7745100222,63.20549173,38.6923791082,29.8681339809,21.4401865726,53.6924266171,62.2761058271,74.4329720161,12.5048142263,30.2715099627,17.8062062269
X,451,489,494,490,482,65,48,51,49,75,84,86,15,28,14,31.6929371704,73.5919821661,72.0976869362,64.3644631823,47.1093147277,57.0843242237,47.0774167861,51.5758268193,48.9979122685,81.3411939789,100.5718660187,105.8685865694,24.1600016632,45.7441304243,24.2246533378
X,457,474,489,482,471,32,54,59,60,72,80,82,13,26,15,54.2235779536,70.4426732591,80.0477006235,68.1888244613,47.6497407156,24.237202271,49.455994391,56.9813817794,58.772413253,65.219576732,78.1567462704,82.9535228612,20.638113295,42.4606234147,23.5599613017
X,469,476,488,486,486,43,30,26,23,56,60,60,12,24,13,12.4940279313,43.4785448727,46.9547656589,40.838310467,32.1482475737,43.3013523098,34.5076133945,29.8200510753,25.1909241875,58.5204554213,65.2484568146,67.6382242708,15.0334428146,30.3035337696,16.0227561107
X,453,464,467,421,432,53,39,46,50,86,56,60,70,64,20,43.4893287912,63.2367234917,50.5536828704,21.6151379074,20.0651363291,44.0959770318,41.8984825955,35.2822008312,47.0225751835,85.9452628826,41.7546983461,48.7536413343,61.5711658562,68.1114711127,12.0192112313
X,465,493,482,481,482,77,20,17,28,71,80,85,16,31,16,20.6676632806,67.4561627615,38.6570039717,30.3261598148,28.6587233585,72.9039451399,19.4361451482,12.3971143463,27.4446394712,70.0692463517,84.3441569236,95.5889700413,20.6927448965,43.5736887088,23.3632472025
X,431,452,446,441,439,39,29,33,41,58,64,67,12,25,15,43.6866900053,66.2190569113,53.5209745368,44.1206699948,31.3594315203,36.6128064343,26.979008531,32.0711121626,40.8055543566,60.4799765234,68.4532076314,76.3810093161,13.587975423,30.9835632345,17.6450393296
X,493,531,507,500,500,104,29,18,6,101,105,101,13,26,15,21.9939399338,78.3625762462,48.7881478657,38.4842863753,24.8694886044,91.7906292283,31.6201511795,18.8823113001,3.8067405502,86.1983296627,91.4720775595,91.3973187169,13.3322015113,27.8256483964,15.0949553549
X,404,442,430,414,410,107,26,12,27,106,107,113,19,35,19,36.5158064058,77.6268205581,59.4114441161,37.6392560956,19.5339980174,71.5509092509,23.0006138139,3.248274173,22.3112069521,74.0720955852,74.5610395148,84.2598705865,21.8231227833,43.1110919671,21.9640787622
X,557,610,575,568,560,74,38,43,45,95,105,108,15,30,16,43.2978958068,92.5573889798,54.8284371139,40.7357721408,21.4735230896,55.116268616,39.6634439888,45.8505340545,48.374431706,82.8345316656,97.9218048697,103.3111738752,20.2189276519,40.5774773441,22.0584375012
X,474,508,509,509,505,61,43,44,38,71,79,76,14,24,13,11.7171520741,62.7311223792,52.7710360775,49.5451693057,35.6124381889,56.716801324,43.8332771464,44.3374925886,34.4595534146,76.3965153376,89.4427260244,88.6387935731,17.2057700705,31.5270225174,18.052750684
X,485,503,494,491,496,70,18,16,25,78,84,88,13,31,20,22.7356452363,66.1772970686,41.8514538099,33.4380738735,24.6937443871,59.9439768614,20.5455680575,18.9052166247,29.9257877424,68.2479381236,76.9678757672,87.638375764,14.423828393,37.4003813953,23.2219612613
X,504,554,524,514,510,109,45,32,17,87,92,98,14,49,37,36.258665843,90.3179670629,68.7021612723,57.7121678469,26.3717529012,91.761351145,40.7770424195,29.6024886407,12.7833863021,62.3419459647,68.3403862811,84.4376078515,11.529252214,43.8061064251,32.3613076497
X,506,512,493,482,476,61,44,54,63,103,110,113,16,33,18,82.4701287596,85.3417066259,69.5932562981,56.8340948657,41.0453358731,36.2591658035,41.8259101383,54.0732760976,68.1885884467,76.6988270849,85.7807080117,94.0308508249,15.7948988986,34.4201630142,18.7613280338
X,478,473,511,513,513,70,35,35,40,81,90,92,16,33,20,43.1065274942,44.2326533314,75.8027793033,76.9754960839,75.8116438378,61.4246674173,33.746009444,34.3160557722,39.7881738402,76.709094648,88.8199872341,100.8515320167,16.1320624821,35.972450755,20.0374812949
X,496,536,514,510,510,79,36,31,25,94,98,95,13,28,16,15.2930731258,74.7342255541,46.3354592249,37.7139343179,24.6171152558,65.4811126581,36.1704237858,31.5644563732,25.3210391289,81.6272834393,88.1028229443,89.9848732462,12.8398799763,28.4972695148,16.3111642643
X,547,560,551,543,542,43,17,15,22,51,58,61,16,33,19,51.7879219845,69.3642336842,61.7404764503,51.8249990569,39.2848765382,39.9120704635,11.4105314731,13.2595301516,22.8364278952,44.4197912256,53.044053958,60.8590033575,13.0646630396,27.2356707043,14.4764664884
X,480,490,513,512,507,39,46,55,59,72,82,84,15,27,14,42.9096401286,56.947384312,68.5377666705,64.8306050587,53.166651312,30.7791374536,42.0721791038,54.4208175045,60.2936015372,68.6903264955,84.4872584987,90.7123449159,20.9166249786,39.7917370849,20.7154162671
X,449,460,472,469,460,56,49,59,61,93,102,100,15,27,15,55.7825260427,68.2300780156,72.1538574384,67.301137125,52.4037709435,40.361265298,42.7219656127,55.13899944,57.7189215749,81.9562075691,95.497825264,96.1497528512,17.4599508191,31.9118019314,17.5297042305
X,436,435,454,447,438,92,19,20,31,97,105,111,14,31,17,58.9019191725,68.2632688969,76.9933439092,67.2959518989,52.9041878152,64.8670180542,18.4215065805,19.1173745338,33.7274345295,73.05100694,83.7191267347,94.0163576213,17.6642950598,40.5840769651,23.1690094158
X,502,527,482,472,456,57,59,68,74,116,123,127,14,31,18,106.8310862551,110.1481613726,88.6931279825,76.4921643371,51.6567598157,26.5448044484,60.9973726168,75.4483875277,87.5242759146,87.5419139914,101.7595469571,110.3854102215,16.263080494,39.0904401517,24.9567503251
X,595,603,598,592,586,57,24,32,38,79,85,84,13,25,14,63.8942497159,77.7038457775,66.111678532,56.3050426968,40.8474695651,52.7555984665,28.9151005331,40.6890765145,51.0992452396,81.6612477151,92.0019021087,95.7743673709,16.1094846787,33.4255107795,18.3436271741
X,410,382,430,434,436,48,30,37,40,76,84,87,13,26,15,14.4221475226,25.5952815305,51.3365522661,56.7626807008,57.5882465323,28.8584903453,38.4579916605,47.212085261,53.4186635173,64.2524185604,75.7266817361,81.5503778273,17.6467133956,36.629224862,20.1480385459
X,464,451,457,457,456,79,14,14,14,79,89,85,12,22,15,46.5574612851,54.5671269482,48.1494340021,48.6696936174,38.665358037,76.7342181826,7.2669065559,6.2340617587,17.0614805283,71.75155815,82.6153685894,82.4446577309,13.1440251522,23.7978537541,14.1324966961
X,495,511,505,498,485,77,25,28,25,99,104,93,13,33,24,53.5374695652,76.2215842826,67.4023655506,59.4687907783,34.4572198117,59.6918690271,24.712934263,28.9100866089,27.6895724336,81.1062939594,88.4284954143,79.7647459467,12.2520568438,33.2437701025,25.2119320264
X,431,441,431,422,415,57,24,39,55,58,69,78,18,34,16,67.8439955481,77.2056875983,59.8370163272,38.9380032472,16.1812670837,44.6475862504,8.0145036499,30.5579361077,54.2415792585,46.1041705309,60.6037593496,73.9831329741,22.8300597284,46.3071734858,23.9766876269
X,517,474,497,502,488,55,54,67,74,71,82,75,17,27,19,91.056533814,53.8801626809,70.6962618873,76.0196042264,52.8248054539,46.6252249662,51.3948962937,68.6672215655,80.6176638805,69.5982710002,88.0517295356,80.7186783991,19.4882410377,31.1524715887,24.7465827681
X,565,584,572,563,560,86,16,12,28,71,82,92,18,35,18,48.0814805222,74.9309033372,55.7304796344,38.8757404274,21.2462932799,66.5067282727,16.7554919448,9.6449710734,29.0639024799,50.984374631,64.2904513276,77.0359112281,19.9816280992,41.103065992,21.3986538092
X,491,526,508,504,500,73,21,30,40,81,94,101,18,33,16,37.3082335365,78.3698558383,48.6125707336,34.2050391408,20.5398249129,53.9446668247,18.4212555577,28.0988060208,42.8660287295,63.9512197443,81.8839784057,93.5952898364,22.8202451631,45.407241343,23.7333181084
X,490,492,498,493,462,104,37,24,42,82,89,77,13,42,37,50.795223269,68.6573811539,67.0141235142,58.7233762422,26.4062219385,94.9653619446,42.8058173133,29.2249871634,41.8082039285,63.3410348672,72.0015114186,56.673556837,13.6967339045,41.3505072501,35.676552381
X,580,586,576,565,561,65,11,25,39,73,77,78,16,32,18,69.5777217172,75.7146877727,64.8346553831,52.1299090001,37.4545500897,55.4719832985,10.125004544,23.0829053646,38.1556973406,64.0847562578,69.9333717143,75.5017951313,14.3029943376,30.2229026909,16.0137572492
X,493,534,510,508,508,88,28,23,24,85,96,100,17,33,18,22.2241864771,73.5788785107,46.5455497533,38.4899919739,25.763098369,63.4795995514,24.549279742,20.1153970693,17.9804939549,61.2149700485,73.360727653,81.062402064,14.58029948,29.8143379345,16.4489856588
X,460,458,480,480,431,51,24,30,50,69,74,64,13,65,61,40.7772423595,46.088185008,63.2548424823,61.350551903,10.7990833507,51.1512994067,25.6432813781,32.8963782125,44.6941016279,74.1303760779,84.04579452,56.8737413354,15.8343089127,63.7008868977,58.5280218109
X,523,527,548,549,552,69,39,33,31,63,77,80,18,28,13,9.4592192365,45.370986425,42.2016255226,39.0260548492,32.7128316054,51.9808139003,38.5292499931,31.157156481,23.3957021387,46.2632446638,62.6042295753,67.4506692385,20.8801931488,33.0058319963,14.0888968589
X,435,460,465,456,443,61,33,32,30,71,80,81,16,32,18,42.6045868942,71.364946586,69.927594141,56.9177567082,33.9539091093,47.827957907,30.7065208682,29.0813177401,25.8961201265,60.3999468944,72.4660772814,73.1404355891,19.5470288897,39.8226347675,23.4002236532
X,446,467,470,462,448,62,33,38,39,82,93,95,16,30,17,66.3471447527,84.7791278252,90.7522142604,81.1075911104,62.1192310777,43.3140390255,33.2497149294,39.1703637892,39.9809616492,64.1858281003,78.0942652919,83.2635243947,17.5700036634,35.0908162628,19.923362945
X,468,472,484,482,479,65,17,17,21,67,74,74,14,25,13,38.9500592348,57.8348495178,58.5443638594,51.8812624903,38.7285746149,62.3247569429,19.786453189,17.2778757737,21.1141979043,66.8738872518,78.2475746733,80.6571873377,17.6583007368,33.9612682018,18.1180279144
X,480,471,490,486,475,86,21,30,36,106,113,110,15,30,17,67.1708814751,67.3427845535,77.6984811294,72.5703970445,56.6471117912,65.7343675171,21.2939201252,32.3840928191,40.1956041875,86.6954864712,97.467958866,97.5537786816,15.0321326518,30.9674936237,18.3985957617
X,431,455,437,427,420,87,17,31,46,92,101,105,19,34,16,59.2689286711,78.3522483283,59.1536419348,42.8159611596,25.0650406107,53.2447713895,5.198826733,20.8074051537,36.5242589932,58.4181085639,68.294185406,72.9733617137,18.2302960886,35.2740512006,17.8885006801
X,487,495,528,520,513,85,41,34,32,92,99,100,16,28,13,35.4572548305,61.214167124,77.7366863916,64.6905343915,48.3117042537,59.3028875351,42.4154787399,31.5996276133,24.2009185688,68.6868467556,80.3633215383,83.0921646638,23.3593186753,42.6930785729,20.5467607357
X,442,460,461,460,462,87,22,24,31,95,102,104,15,27,13,18.8148048473,66.2248413433,43.2624476172,39.0992942203,39.1391868343,71.3489823046,24.8184180745,27.6051157001,38.1104423136,86.0816683508,98.8307382312,105.3200148351,21.844198293,42.2324993514,20.761932172
X,466,478,506,504,501,68,48,42,35,70,77,77,15,28,15,17.8957413821,43.6647962243,58.1319072178,54.390198724,44.4535099965,58.4859992848,48.0606339587,38.9535898732,26.5777793676,68.069821922,79.3160350658,81.3417713164,20.2648557473,39.4447793523,20.8584794387
X,470,487,492,486,478,53,33,42,46,75,84,86,16,29,15,53.5331111271,74.9685396026,75.4742333326,66.4548919124,51.0007813339,49.2501257404,37.1756042402,48.943979155,56.5157874915,80.4013539357,97.5503571641,104.5688220412,22.3157257706,42.6152718583,21.815588436
Y,613,546,568,574,612,114,106,116,156,30,38,94,14,97,92,87.9891688717,14.9850722432,6.8942817879,26.3890065921,88.1666812989,89.2068357946,93.0704152503,112.9077261147,117.9498001477,19.9712921544,33.1754626851,74.4718026785,20.2599272705,89.8987649002,84.2206144004
Y,316,332,332,327,367,87,98,108,146,12,25,102,14,99,95,19.008279781,18.7452150238,18.9503921758,19.1410514525,28.2988575333,10.1697698421,11.6409640251,12.9517811219,16.3928974359,1.483381711,2.8133064898,9.6234490037,1.3314503285,9.3693771034,9.4239114676
Y,543,545,546,553,618,71,80,88,124,9,18,104,10,106,101,55.0065494842,14.9963643046,27.6557398647,41.3293239575,111.678899831,69.9912441423,82.6093755656,96.3114850448,102.9880890587,12.8543488751,26.3330554742,110.0315821619,14.1075163093,110.4765472885,104.048459219
Y,548,547,541,546,600,69,74,87,138,8,18,100,14,100,96,57.1706454599,9.3290967462,2.8390898446,12.9886104363,90.9631868432,47.8526345451,54.627157909,70.1570957663,101.8977700061,6.9686644928,22.3157745417,93.5426270418,15.5694708597,90.3529186456,87.675994157
Y,535,531,535,519,611,88,95,122,134,9,46,118,47,120,116,64.6077629328,32.9585233771,45.2536593687,50.1279064028,117.1859477779,96.0382613291,106.6606540009,110.6320612635,104.6751115345,12.6210611962,33.1022864686,120.4601457362,35.7847813682,122.0799676906,87.6306469376
Y,422,439,442,442,510,89,95,112,164,8,27,103,25,103,88,52.8733145876,24.9064010588,36.5426847782,48.7896617297,112.0560696449,72.7589438697,82.3325535786,101.6613116874,135.0931164976,11.6404907163,33.6567627649,110.3024212283,30.9050467604,108.464537975,77.7517338994
Y,437,456,462,471,504,80,94,106,147,14,27,105,14,103,98,47.5416003801,13.6272686268,30.6573050399,48.4761367373,90.1848062543,55.3421950634,74.7766679129,94.2842137084,104.0279573451,19.5215029724,38.9423823442,99.041251933,19.6317159094,96.8750402012,90.1303508688
Y,435,458,462,471,499,74,83,92,141,9,19,106,12,107,101,38.5149861908,37.8089870439,46.1798684755,54.7556126554,85.2979410394,58.3207050815,66.9789345336,78.4717797818,114.2537504143,9.1359337579,20.2432681964,101.6997106511,11.5492616663,101.2325510868,95.7277091913
Y,550,558,560,570,633,93,101,109,167,9,18,112,12,112,103,44.9125858966,33.2850078305,39.9965902258,48.5112145393,100.5112704883,71.1818486464,77.3688250247,87.2368226797,135.5163581228,6.768667293,16.2227683593,92.6420293338,9.8792311322,89.9556769836,82.429415864
Y,437,456,462,471,504,80,94,106,147,14,27,105,14,103,98,47.5416003801,13.6272686268,30.6573050399,48.4761367373,90.1848062543,55.3421950634,74.7766679129,94.2842137084,104.0279573451,19.5215029724,38.9423823442,99.041251933,19.6317159094,96.8750402012,90.1303508688
Y,565,561,563,573,638,81,92,101,130,11,23,113,13,114,111,59.9983899596,15.9962209873,29.6960172602,47.0997948198,109.7064000592,75.9898163937,89.6363715348,107.0906368628,97.6693912565,13.729789331,31.1039988156,110.0040331762,17.486363502,110.1802581573,105.8425833289
Y,629,590,586,593,676,91,98,104,140,8,16,113,11,116,109,72.0311416268,6.2393530492,11.9710102633,21.067194657,105.5191667885,78.266631219,83.8159619198,93.0807619246,116.4244999581,5.8667083347,14.8280314652,103.1807931832,9.3528492411,102.5377616574,97.2548941907
Y,538,541,543,550,610,92,103,113,172,12,22,108,12,108,102,61.809876065,5.6450085006,21.241981634,36.4826389629,106.3581873758,61.6491282483,76.649318288,94.1714564674,126.9417302522,17.6131263427,34.2278562123,111.2011037704,17.56020897,110.7933839394,101.1530173368
Y,522,512,512,523,567,70,79,88,131,9,21,77,14,71,62,58.1858119609,15.3547211311,23.2397465567,36.7999837035,94.6000899837,67.4432067076,77.7460793447,93.9230757381,133.9195095093,10.304046032,26.8550154471,79.8858167542,16.761435779,71.418080763,61.3006774026
Y,598,581,584,595,628,105,112,117,142,9,19,103,13,106,105,73.5161142786,33.521077281,43.2625454826,58.5433744005,93.6463795607,97.9681358134,106.1379701245,118.0818132816,111.3894261419,9.8528793247,25.1808264254,105.908431153,15.3334070423,107.1122944364,108.5915561852
Y,551,537,535,541,618,72,79,86,127,7,15,111,11,114,107,60.8238631188,12.9334371276,20.0072668372,29.5845419111,112.0642588464,71.1768300675,78.2416042919,89.7123107243,111.8866029732,7.339155508,18.6214875501,117.020386011,12.1014578319,116.8388271766,109.1061068847
Y,524,518,522,534,588,117,125,132,187,10,21,116,13,116,110,65.4511861649,35.5901166616,45.8116874717,58.8745153491,103.4630330151,88.3398419484,96.5534650385,107.7526729389,140.9038568196,10.353599612,23.6991200387,103.3028599707,13.3705312236,100.461818774,95.2057679861
Y,562,543,537,535,543,63,74,86,148,12,23,110,12,107,101,82.952260529,49.5596715303,37.3265804481,29.680311181,70.377692895,43.9386891259,61.5701495437,79.9617679841,116.6206198806,17.8032509069,36.3481500475,115.0951495281,18.5457383989,107.4172215683,97.7875496887
Y,452,474,478,484,505,69,80,92,148,11,22,98,12,95,90,49.3852671114,24.7783203561,33.9808214289,47.6152793515,85.3991870657,44.8729458647,63.6130510249,83.689872215,119.7735085089,19.0049847637,38.9365081778,107.8440591253,20.0811928473,102.4972005692,92.4753336998
Y,532,516,514,523,595,93,100,106,135,7,15,108,11,112,105,63.5162622808,21.2130665209,27.0612400327,37.4783758812,109.7400228848,82.8392459212,88.3673857019,99.7393250788,113.1872642258,5.8587713593,16.9144625953,111.6856188084,11.4395074983,111.2892998443,105.1906087757
Y,568,541,540,548,584,89,98,106,153,9,20,105,13,104,98,76.0992956455,15.6111786187,21.9015200188,35.6579635038,86.0995373351,80.0093230361,90.3896945907,106.1118520973,120.6517620162,10.4613823932,26.4056034303,97.005284245,15.9501736519,92.8740712861,87.0866855064
